"in.sqft","in.bathroom_spot_vent_hour","in.bedrooms","in.ceiling_fan","in.clothes_dryer","in.clothes_washer","in.clothes_washer_presence","in.cooking_range","in.cooling_setpoint","in.cooling_setpoint_has_offset","in.cooling_setpoint_offset_magnitude","in.cooling_setpoint_offset_period","in.dishwasher","in.ducts","in.federal_poverty_level","in.geometry_floor_area","in.geometry_floor_area_bin","in.geometry_foundation_type","in.geometry_garage","in.geometry_stories","in.geometry_stories_low_rise","in.geometry_wall_exterior_finish","in.geometry_wall_type","in.has_pv","in.heating_fuel","in.heating_setpoint","in.heating_setpoint_has_offset","in.heating_setpoint_offset_magnitude","in.heating_setpoint_offset_period","in.hot_water_fixtures","in.hvac_cooling_efficiency","in.hvac_cooling_partial_space_conditioning","in.hvac_cooling_type","in.hvac_has_ducts","in.hvac_has_zonal_electric_heating","in.hvac_heating_efficiency","in.hvac_heating_type","in.hvac_heating_type_and_fuel","in.income","in.income_recs_2015","in.income_recs_2020","in.infiltration","in.insulation_ceiling","in.insulation_floor","in.insulation_foundation_wall","in.insulation_rim_joist","in.insulation_roof","in.insulation_slab","in.insulation_wall","in.lighting","in.misc_extra_refrigerator","in.misc_freezer","in.misc_gas_fireplace","in.misc_gas_grill","in.misc_gas_lighting","in.misc_hot_tub_spa","in.misc_pool","in.misc_pool_heater","in.misc_pool_pump","in.misc_well_pump","in.occupants","in.orientation","in.plug_load_diversity","in.puma_metro_status","in.pv_orientation","in.pv_system_size","in.range_spot_vent_hour","in.refrigerator","in.roof_material","in.usage_level","in.vacancy_status","in.vintage","in.vintage_acs","in.water_heater_efficiency","in.water_heater_fuel","in.weather_file_city","in.window_areas","in.windows","upgrade.hvac_heating_efficiency","Dry Bulb Temperature [°C]","Relative Humidity [%]","Wind Speed [m/s]","Wind Direction [Deg]","Global Horizontal Radiation [W/m2]","Direct Normal Radiation [W/m2]","Diffuse Horizontal Radiation [W/m2]","energy_sum"
"3301","Hour5","4","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","78","No","0F","None","None","30% Leakage, Uninsulated","300-400%","3000-3999","2500-3999","Unheated Basement","None","2","2","Vinyl, Light","Wood Frame","No","Electricity","75","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","60000-69999","60000-79999","60000-99999","7 ACH50","R-19","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-15","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","West","200%","In metro area, not/partially in principal city","None","None","Hour21","EF 17.6, 100% Usage","Asphalt Shingles, Medium","High","Occupied","1990s","1980-99","Electric Standard","Electricity","Charleston Muni","F30 B30 L30 R30","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",30,65.38,5.1,130,543.5,326.5,285,3.122
"3301","Hour5","4","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","78","No","0F","None","None","30% Leakage, Uninsulated","300-400%","3000-3999","2500-3999","Unheated Basement","None","2","2","Vinyl, Light","Wood Frame","No","Electricity","75","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","60000-69999","60000-79999","60000-99999","7 ACH50","R-19","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-15","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","West","200%","In metro area, not/partially in principal city","None","None","Hour21","EF 17.6, 100% Usage","Asphalt Shingles, Medium","High","Occupied","1990s","1980-99","Electric Standard","Electricity","Charleston Muni","F30 B30 L30 R30","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",24.43,87.61,5.47,36.67,136,2.5,134.5,1.26
"2176","Hour19","4","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","78","Yes","2F","Day Setup +2h","None","30% Leakage, R-4","200-300%","2000-2499","1500-2499","Slab","2 Car","3","3","None","Brick","No","Electricity","75","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","45000-49999","40000-59999","40000-59999","30 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Brick, 12-in, 3-wythe, Uninsulated","100% CFL","None","None","None","None","None","None","None","None","None","None","3","South","100%","In metro area, not/partially in principal city","None","None","Hour19","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","1970s","1960-79","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",24.7,87.61,0,200,139.5,3.5,137,0.673
"2176","Hour19","4","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","78","Yes","2F","Day Setup +2h","None","30% Leakage, R-4","200-300%","2000-2499","1500-2499","Slab","2 Car","3","3","None","Brick","No","Electricity","75","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","45000-49999","40000-59999","40000-59999","30 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Brick, 12-in, 3-wythe, Uninsulated","100% CFL","None","None","None","None","None","None","None","None","None","None","3","South","100%","In metro area, not/partially in principal city","None","None","Hour19","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","1970s","1960-79","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",33.9,59.84,6.7,200,656.5,512,256.5,1.061
"2176","Hour19","4","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","78","Yes","2F","Day Setup +2h","None","30% Leakage, R-4","200-300%","2000-2499","1500-2499","Slab","2 Car","3","3","None","Brick","No","Electricity","75","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","45000-49999","40000-59999","40000-59999","30 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Brick, 12-in, 3-wythe, Uninsulated","100% CFL","None","None","None","None","None","None","None","None","None","None","3","South","100%","In metro area, not/partially in principal city","None","None","Hour19","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","1970s","1960-79","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",25.15,96.48,3.48,65,65.5,0,65.5,0.502
"2176","Hour19","4","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","78","Yes","2F","Day Setup +2h","None","30% Leakage, R-4","200-300%","2000-2499","1500-2499","Slab","2 Car","3","3","None","Brick","No","Electricity","75","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","45000-49999","40000-59999","40000-59999","30 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Brick, 12-in, 3-wythe, Uninsulated","100% CFL","None","None","None","None","None","None","None","None","None","None","3","South","100%","In metro area, not/partially in principal city","None","None","Hour19","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","1970s","1960-79","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",31.1,55.34,5.1,150,676.5,596,214.5,1.019
"2176","Hour19","4","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","78","Yes","2F","Day Setup +2h","None","30% Leakage, R-4","200-300%","2000-2499","1500-2499","Slab","2 Car","3","3","None","Brick","No","Electricity","75","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","45000-49999","40000-59999","40000-59999","30 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Brick, 12-in, 3-wythe, Uninsulated","100% CFL","None","None","None","None","None","None","None","None","None","None","3","South","100%","In metro area, not/partially in principal city","None","None","Hour19","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","1970s","1960-79","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",29.4,69.76,5.7,280,492.5,270,281,0.634
"1690","Hour9","3","Standard Efficiency","Electric, 100% Usage","Standard, 100% Usage","Yes","Electric, 100% Usage","70","No","0F","None","None","10% Leakage, R-6","400%+","1500-1999","1500-2499","Vented Crawlspace","2 Car","2","2","Vinyl, Light","Wood Frame","No","Electricity","70","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","160000-179999","140000+","150000+","8 ACH50","R-38","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% Incandescent","EF 17.6","None","None","None","None","None","None","None","None","None","2","West","100%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Metal, Dark","Medium","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",32.2,61.64,5.1,190,701,667.5,180,1.75
"1690","Hour9","3","Standard Efficiency","Electric, 100% Usage","Standard, 100% Usage","Yes","Electric, 100% Usage","70","No","0F","None","None","10% Leakage, R-6","400%+","1500-1999","1500-2499","Vented Crawlspace","2 Car","2","2","Vinyl, Light","Wood Frame","No","Electricity","70","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","160000-179999","140000+","150000+","8 ACH50","R-38","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% Incandescent","EF 17.6","None","None","None","None","None","None","None","None","None","2","West","100%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Metal, Dark","Medium","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",29.4,63.29,3.6,10,539.5,335.5,279.5,1.202
"1690","Hour9","3","Standard Efficiency","Electric, 100% Usage","Standard, 100% Usage","Yes","Electric, 100% Usage","70","No","0F","None","None","10% Leakage, R-6","400%+","1500-1999","1500-2499","Vented Crawlspace","2 Car","2","2","Vinyl, Light","Wood Frame","No","Electricity","70","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","160000-179999","140000+","150000+","8 ACH50","R-38","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% Incandescent","EF 17.6","None","None","None","None","None","None","None","None","None","2","West","100%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Metal, Dark","Medium","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",28.3,72.13,6.45,215,375.5,126,274.5,1.135
"2663","Hour23","3","Standard Efficiency","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","72","No","0F","None","None","20% Leakage, R-8","400%+","2500-2999","2500-3999","Slab","3 Car","1","1","Vinyl, Light","Wood Frame","No","Electricity","75","No","0F","None","50% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","50000-59999","40000-59999","40000-59999","5 ACH50","R-38","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-15","100% LED","None","EF 12, National Average","None","None","None","None","None","None","None","None","1","North","50%","In metro area, not/partially in principal city","None","None","Hour18","EF 15.9, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",30.6,60.91,3.6,250,552,268,343,1.353
"1220","Hour4","3","None","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Propane, 100% Usage","72","No","0F","None","None","10% Leakage, R-6","100-150%","1000-1499","0-1499","Vented Crawlspace","None","2","2","Vinyl, Light","Wood Frame","No","Propane","75","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Propane Fuel Furnace","30000-34999","20000-39999","20000-39999","15 ACH50","R-19","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% LED","EF 17.6","EF 12, National Average","None","None","None","None","Has Pool","None","1.0 HP Pump","None","4","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour13","EF 10.5, 100% Usage","Composition Shingles","Medium","Occupied","2010s","2010s","Electric Standard","Electricity","Myrtle Beach Civ","F12 B12 L12 R12","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",31.7,55.49,6.7,180,730,752,152.5,1.305
"1220","Hour4","3","None","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Propane, 100% Usage","72","No","0F","None","None","10% Leakage, R-6","100-150%","1000-1499","0-1499","Vented Crawlspace","None","2","2","Vinyl, Light","Wood Frame","No","Propane","75","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Propane Fuel Furnace","30000-34999","20000-39999","20000-39999","15 ACH50","R-19","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% LED","EF 17.6","EF 12, National Average","None","None","None","None","Has Pool","None","1.0 HP Pump","None","4","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour13","EF 10.5, 100% Usage","Composition Shingles","Medium","Occupied","2010s","2010s","Electric Standard","Electricity","Myrtle Beach Civ","F12 B12 L12 R12","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",29.4,59.16,5.1,150,742.5,795.5,133,1.128
"1220","Hour4","3","None","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Propane, 100% Usage","72","No","0F","None","None","10% Leakage, R-6","100-150%","1000-1499","0-1499","Vented Crawlspace","None","2","2","Vinyl, Light","Wood Frame","No","Propane","75","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Propane Fuel Furnace","30000-34999","20000-39999","20000-39999","15 ACH50","R-19","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, R-11","100% LED","EF 17.6","EF 12, National Average","None","None","None","None","Has Pool","None","1.0 HP Pump","None","4","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour13","EF 10.5, 100% Usage","Composition Shingles","Medium","Occupied","2010s","2010s","Electric Standard","Electricity","Myrtle Beach Civ","F12 B12 L12 R12","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",28.9,69.66,5.7,110,583,370,300.5,1.106
"3301","Hour9","5","Standard Efficiency, No usage","Electric, 100% Usage","Standard, 100% Usage","Yes","Gas, 100% Usage","72","No","0F","None","290 Rated kWh, 100% Usage","None","200-300%","3000-3999","2500-3999","Slab","2 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Electricity","55","No","0F","None","100% Usage","Room AC, EER 9.8","60% Conditioned","Room AC","No","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","60000-69999","60000-79999","60000-99999","25 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% CFL","None","None","None","None","None","None","Has Pool","Gas","1.0 HP Pump","None","5","Northeast","100%","In metro area, not/partially in principal city","None","None","Hour7","EF 19.9, 100% Usage","Wood Shingles","Medium","Vacant","1950s","1940-59","Electric Standard","Electricity","Beaufort Mcas","F9 B9 L9 R9","Single, Clear, Non-metal","MSHP, SEER 29.3, 14 HSPF, Max Load",32.2,53.94,3.6,350,699.5,670,172.5,1.083
"3301","Hour9","5","Standard Efficiency, No usage","Electric, 100% Usage","Standard, 100% Usage","Yes","Gas, 100% Usage","72","No","0F","None","290 Rated kWh, 100% Usage","None","200-300%","3000-3999","2500-3999","Slab","2 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Electricity","55","No","0F","None","100% Usage","Room AC, EER 9.8","60% Conditioned","Room AC","No","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","60000-69999","60000-79999","60000-99999","25 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% CFL","None","None","None","None","None","None","Has Pool","Gas","1.0 HP Pump","None","5","Northeast","100%","In metro area, not/partially in principal city","None","None","Hour7","EF 19.9, 100% Usage","Wood Shingles","Medium","Vacant","1950s","1940-59","Electric Standard","Electricity","Beaufort Mcas","F9 B9 L9 R9","Single, Clear, Non-metal","MSHP, SEER 29.3, 14 HSPF, Max Load",33.3,39.8,4.1,350,769.5,842.5,107.5,1.312
"3301","Hour9","5","Standard Efficiency, No usage","Electric, 100% Usage","Standard, 100% Usage","Yes","Gas, 100% Usage","72","No","0F","None","290 Rated kWh, 100% Usage","None","200-300%","3000-3999","2500-3999","Slab","2 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Electricity","55","No","0F","None","100% Usage","Room AC, EER 9.8","60% Conditioned","Room AC","No","Yes","Electric Baseboard, 100% Efficiency","Non-Ducted Heating","Electricity Baseboard","60000-69999","60000-79999","60000-99999","25 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% CFL","None","None","None","None","None","None","Has Pool","Gas","1.0 HP Pump","None","5","Northeast","100%","In metro area, not/partially in principal city","None","None","Hour7","EF 19.9, 100% Usage","Wood Shingles","Medium","Vacant","1950s","1940-59","Electric Standard","Electricity","Beaufort Mcas","F9 B9 L9 R9","Single, Clear, Non-metal","MSHP, SEER 29.3, 14 HSPF, Max Load",29.33,79.29,3.43,273.33,276.5,55,234.5,0.906
"633","Hour16","1","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","76","Yes","2F","Day Setup and Night Setback +2h","290 Rated kWh, 100% Usage","10% Leakage, R-8","0-100%","500-749","0-1499","Slab","1 Car","1","1","Vinyl, Light","Wood Frame","No","Electricity","70","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 15, 8.5 HSPF","Ducted Heat Pump","Electricity ASHP","<10000","<20000","<20000","15 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% CFL","EF 19.9","None","None","None","None","None","None","None","None","None","1","North","100%","In metro area, not/partially in principal city","None","None","Hour16","EF 17.6, 100% Usage","Asphalt Shingles, Medium","Medium","Occupied","2010s","2010s","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",29.15,82.41,3.1,215,319.5,107,234.5,0.56
